13,12D1193,12/4/2012,毛利ロック(有）,ＳＥ２－２５４,Ｔ８,60,Ｐ,0000-00-00,ＳＥ２－２５４,Ｔ１３,50,Ｐ,0000-00-00,ＳＥ２－２５４,Ｔ２４,60,Ｐ,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,,0000-00-00,,１面,横,不　　要,シルク,,一　任,一　任,,,,,,,,,,毛利ロック（有）,前回有り　２０１０/12/07 Ｄ1162 ,,,,5.JPG ,最終軸画像,,第１グループ,中牟田,104,マルマツ,,,12/4/2012,12/17/2012,12/18/2012,マルマツ,814-0002,早良区西新,４－１－１,プラリバ３Ｆ,０９２－８２１－３９５５,,,,,0,,0,,0,,白,,,,,,, ,,,,,,,,無,ＰＵＳ１,200,,0,,0,,0,,,,,,,無, 
14,12D1189,12/4/2012,　株式会社リンレイ,SN100-07．T33,透明青,300,P,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,,0000-00-00,,１面,,不　　要,,,,,,,,,,,,,,,　ダック小柳様に頂いたデータ通り ,,,,6.JPG ,最終軸画像,,福岡１G,古賀,311,枦事務機,,杉本部長,12/4/2012,12/7/2012,12/8/2012,枦事務機,819-0383,福岡市西区田尻,53,,092-805-1400,得直先直送,無,無,,0,,0,,0,,,,,,,,, ,,,,,,,,有,PUS-１,300,,0,,0,,0,,有,PUS-１,,,,無, 
15,12ド25,12/4/2012,個人名入れ,ＭＳＸＥ３－７０１－０５,１３,1,Ｐ,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,,0000-00-00,,１面,横,不　　要,ドット,,他：書き起こし,一　任,,,,,,,,,,ＹＵＭＩＫＯ,筆記体で名入れ ,,,, ,,,第１グループ,中牟田,363,たまおき宗像店,,,12/4/2012,12/13/2012,12/14/2012,たまおき宗像店,811-4188,宗像市くりえいと,１－４－５,,０９４０－３８－０２１５,得直先直送,無,無,,0,,0,,0,,,,,,,,, ,,,,,,,,無,Ｂ３６,1,,0,,0,,0,,,,,,,無, 
16,12D1175,12/4/2012,鹿屋警察署内暴走族追放推進協議会,SN118-07．24,黒,400,　Ｐ,0000-00-00,SN118-07W.4,白オレンジ,400,Ｐ,0000-00-00,SN118-07W.5 ,白黄緑,400,Ｐ,0000-00-00,SN118-07W.8 ,白水色,400,Ｐ,0000-00-00,SN118-07W.13 ,白ピンク,400,Ｐ,0000-00-00,, ,0,,0000-00-00,,0000-00-00,,２面,横, データ,シルク,,一　任,一　任,,,,,,,,,,,　暴走のない　明るいまちづくり　鹿屋警察署管内暴走族追放推進協議会 ,,,,7.JPG ,最終軸画像,,福岡１G,古賀,353,新生社,,福島様,12/4/2012,12/17/2012,12/18/2012,新生社,819-0161,福岡市西区今宿東3,May-39,,092-806-7456,得直先直送,無,無,,0,,0,,0,,,,,,,,, ,,,,,,,,有,Ｅ2001,2000,,0,,0,有,1,,無,,,,,無, 
17,12Ｄ1197,12/4/2012,宮崎大宮高等学校　二〇一三年,ユニ,ＨＢ,876,P,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,,0000-00-00,,１面,縦,不　　要,シルク,,一　任,一　任,金,,,,,,,,,宮崎大宮高等学校　二〇一三年, ,,,,,最終軸画像,8.JPG ,第４Ｇ,永田,2000,山﨑㈱,,黒木,12/4/2012,12/17/2012,12/18/2012,山﨑㈱　　黒木,,,,,,得直先直送,,,,0,,0,,0,,,,,,,,, ,,,,,,,,有,,0,,0,,0,,0,,,,,,,無,作業要領：規格戻し 
18,12D1188,12/4/2012,草苑（ＳＯＵＥＮ）,UM117.24,黒,5000,P,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,,9/24/2012,D894,１面,横, データ,シルク,,角ゴシック,一　任,,,,,,,,,,,　　　　草苑･久留米･小郡･美しが丘･北野･善導寺･荒木･吉井　　三潴･大川･大川･鳥栖･佐賀･大和･神埼･福岡･春日･姪浜＊前回からの変更点　　地名順番と神埼・姪浜の追加 ,,,,9.JPG ,最終軸画像,,第１Ｇ,久保田,813,オフィス草場,,社長様,12/4/2012,12/20/2012,12/21/2012,オフィス草場,830-0052,久留米市上津町,2203-332,,0942-22-5435,得直先直送,無,無,,0,,0,,0,,,,,,,,, ,,,,,,,,無,,0,,0,,0,,0,,,,,,,,内装規格 
19,12D1194,12/4/2012,ＴＯＴＯ,ＳＥ２－２５４ＣＮＭ．１,,1100,Ｐ,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,,0000-00-00,,２面,横, データ,パッド,,指定書体,指定有,黒,,,黒,,,,,,ロジスティクス大賞受賞,１（本体軸）ロジスティクス大賞受賞　（ゴシック体別紙参照）２（クリップ）　ＴＯＴＯ　（指定書体データ有り） ,,,,10.JPG ,最終軸画像,,第3G,来海,3801,㈱網中キングテック本社,,要様,12/4/2012,12/18/2012,12/19/2012,㈱網中キングテック本社,803-0802,北九州市小倉北区東港2丁目５－１,,,093-561-4117,,無,,,0,,0,,0,,,,,,,,, ,,,,,,,,有,Ｅ－２０００,1100,,0,,0,有,0,,,,無,,,無, 
20,作443,12/5/2012,鉛筆３Ｐ包装,５５６６　ＳＰＭ３,,25,Ｄ,12/5/2013,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00, ,11/14/2012,作４０９,無,,不　　要,,,,,,,,,,,,,,, ,,,,,, ,開発,野村,475,日本習字,,緒方様,12/4/2012,12/7/2012,12/10/2012,日本習字配送センター（０４７７）,,古賀市花鶴丘３－１－１,,,０９２－９４２－２０３６,,無,無,,0,,0,,0,,,,,,,,, ,,,,,,,,有,ＰＰ袋,50,,0,,0,有,3, ,有,10本詰め,無,無,,無,前回通りにてお願いします。詳細直接説明致します。 
21,12Ｄ1198,12/5/2012,店名名入れ,ＳＸＮ１５００７Ｎ,１,300,Ｐ,12/5/2013,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,,0000-00-00,,１面,横,本体校正,シルク,,丸ゴシック,一　任,黒,,,,,,,,,松葉屋野間店☎５１２－８８８０, ,,,,11.JPG ,最終軸画像,,第１グループ,中牟田,3338,松葉屋野間店,,,12/4/2012,12/13/2012,12/14/2012,松葉屋野間店,815-0041,南区野間１丁目,５－２,,０９２－５１２－８８８０,得直先直送,無,無,,0,,0,,0,,,,,,,,, ,,,,,,,,無,Ｅ２０００,400,,0,,0,無,0,,,,,,,無, 
22,12Ｄ1199,12/5/2012,御料理仕出し　味の中島屋　℡0952-62-0087,SXN-150-07.8,水色,150,P,12/5/2013,SXN-150-07.13,ﾋﾟﾝｸ,150,P,12/5/2013,,,0,,0000-00-00,,,0,,0000-00-00,,,0,,0000-00-00,, ,0,,0000-00-00,,11/30/2011,,１面,横,本体校正,パッド,,角ゴシック,指定有,白,,,,,,,,,御料理仕出し 味の中島屋 ℡0952-62-0087,御料理仕出し 味の中島屋 ℡0952-62-0087 ,,,,12.JPG ,最終軸画像,,エリア第２Ｇ,別府,1200,千綿文具株式会社,,千綿社長,12/4/2012,12/13/2012,12/14/2012,千綿文具株式会社,,,,,0952-24-0385,得直先直送,有,有,E-2001,300,,0,,0,,黒,,,黒,,,, ,,粗品,,,佐賀市大和町大字久池井二一六四,㈲味の中島屋,TEL0952-62-0087 FAX0952-62-2055,無,E-2001,300,,0,,0,無,0,,,,,,,無, 
